id;invoice_id;tanggal_transaksi;customer_id;nama_produk;jenis_produk;kategori_produk;quantity;harga_jual;jenis_pembayaran;jenis_pesanan;nilai_penjualan
453;453;4/15/22;8;Indomie Rasa Soto Padang;mie-kuah;makanan;1;10000;QRIS-DANA;Delivery;10000
454;454;07/12/22;10;Indomie Rasa Soto Banjar Limau Kuit;mie-kuah;makanan;2;10000;QRIS-OVO;Dine-In;20000
455;455;1/23/22;43;Indomie Goreng Aceh;mie-goreng;makanan;2;9000;QRIS-OTHERS;Delivery;18000
456;456;5/19/22;61;Indomie Rasa Mi Kocok Bandung;mie-kuah;makanan;2;10000;QRIS-OVO;Dine-In;20000
457;457;02/10/22;32;indomie Ayam Bawang;mie-kuah;makanan;2;9000;QRIS-OVO;Delivery;18000
458;458;07/08/22;42;indomie Ayam Bawang;mie-kuah;makanan;1;9000;QRIS-OTHERS;Delivery;9000
459;459;1/29/22;79;Indomie Rasa Soto Padang;mie-kuah;makanan;2;10000;QRIS-OTHERS;Dine-In;20000
460;460;05/09/22;32;indomie Kari Ayam;mie-kuah;makanan;1;9000;QRIS-OTHERS;Dine-In;9000
461;461;04/08/22;37;Indomie Ayam Spesial;mie-kuah;makanan;2;9000;QRIS-OVO;Delivery;18000
462;462;8/29/22;42;Indomie Rasa Sop Buntut;mie-kuah;makanan;2;10000;QRIS-GOPAY;Dine-In;20000
463;463;05/01/22;6;Indomie Ayam Spesial;mie-kuah;makanan;1;9000;QRIS-OVO;Delivery;9000
464;464;2/19/22;16;Indomie Rasa Sop Buntut;mie-kuah;makanan;2;10000;QRIS-GOPAY;Dine-In;20000
465;465;5/16/22;53;Indomie Rasa Soto Lamongan;mie-kuah;makanan;1;10000;CASH;Delivery;10000
466;466;5/21/22;16;Indomie Rasa Soto Banjar Limau Kuit;mie-kuah;makanan;1;10000;QRIS-SHOPEEPAY;Delivery;10000
467;467;03/04/22;9;Indomie Rasa Soto Betawi;mie-kuah;makanan;2;10000;QRIS-GOPAY;Delivery;20000
468;468;2/18/22;27;Indomie Goreng Pedas;mie-goreng;makanan;2;9000;CASH;Delivery;18000
469;469;06/06/22;40;Indomie Rasa Soto Padang;mie-kuah;makanan;2;10000;QRIS-GOPAY;Dine-In;20000
470;470;3/16/22;54;Indomie Rasa Empal Gentong;mie-kuah;makanan;2;10000;QRIS-OTHERS;Dine-In;20000
471;471;2/22/22;32;indomie Kari Ayam;mie-kuah;makanan;1;9000;QRIS-OVO;Delivery;9000
472;472;6/13/22;10;Indomie Soto Mie;mie-kuah;makanan;2;9000;QRIS-OTHERS;Delivery;18000
473;473;8/21/22;23;Indomie Rasa Soto Banjar Limau Kuit;mie-kuah;makanan;2;10000;QRIS-OTHERS;Dine-In;20000
474;474;06/04/22;11;Indomie Rasa Soto Padang;mie-kuah;makanan;3;10000;QRIS-OVO;Delivery;30000
475;475;04/08/22;82;Indomie Goreng Spesial;mie-goreng;makanan;3;9000;CASH;Dine-In;27000
476;476;02/09/22;70;Indomie Goreng Pedas;mie-goreng;makanan;3;9000;QRIS-DANA;Delivery;27000
477;477;7/21/22;84;Indomie Rasa Empal Gentong;mie-kuah;makanan;2;10000;QRIS-DANA;Delivery;20000
478;478;6/27/22;57;Indomie Rasa Soto Betawi;mie-kuah;makanan;2;10000;QRIS-DANA;Delivery;20000
479;479;05/07/22;96;indomie Ayam Bawang;mie-kuah;makanan;1;9000;QRIS-OTHERS;Delivery;9000
480;480;7/14/22;63;Indomie Rasa Empal Gentong;mie-kuah;makanan;3;10000;QRIS-SHOPEEPAY;Dine-In;30000
481;481;6/20/22;35;Indomie Goreng Spesial;mie-goreng;makanan;3;9000;QRIS-SHOPEEPAY;Delivery;27000
482;482;02/08/22;67;indomie Kari Ayam;mie-kuah;makanan;1;9000;QRIS-GOPAY;Delivery;9000
483;483;7/25/22;79;Indomie Goreng Sambal Matah;mie-goreng;makanan;3;9000;QRIS-GOPAY;Delivery;27000
484;484;04/07/22;46;Indomie Ayam Spesial;mie-kuah;makanan;2;9000;QRIS-DANA;Delivery;18000
485;485;8/16/22;5;Indomie Goreng Aceh;mie-goreng;makanan;2;9000;QRIS-OVO;Delivery;18000
486;486;7/30/22;57;Indomie Rasa Empal Gentong;mie-kuah;makanan;3;10000;QRIS-GOPAY;Delivery;30000
487;487;1/26/22;53;Indomie Goreng Cabe Ijo;mie-goreng;makanan;2;9000;QRIS-OTHERS;Dine-In;18000
488;488;06/01/22;16;Indomie Rasa Soto Padang;mie-kuah;makanan;2;10000;QRIS-OVO;Delivery;20000
489;489;6/13/22;59;Indomie Rasa Soto Betawi;mie-kuah;makanan;2;10000;QRIS-DANA;Dine-In;20000
490;490;07/04/22;55;Indomie Baso Sapi;mie-kuah;makanan;2;9000;QRIS-SHOPEEPAY;Dine-In;18000
491;491;5/14/22;58;indomie Ayam Bawang;mie-kuah;makanan;3;9000;QRIS-OVO;Dine-In;27000
492;492;6/22/22;59;Indomie Rasa Soto Lamongan;mie-kuah;makanan;2;10000;CASH;Delivery;20000
493;493;7/15/22;96;Indomie Goreng Spesial;mie-goreng;makanan;3;9000;QRIS-OVO;Delivery;27000
494;494;08/01/22;69;Indomie Rasa Soto Banjar Limau Kuit;mie-kuah;makanan;3;10000;QRIS-GOPAY;Delivery;30000
495;495;5/17/22;11;Indomie Baso Sapi;mie-kuah;makanan;1;9000;CASH;Delivery;9000
496;496;06/06/22;55;Indomie Goreng Spesial;mie-goreng;makanan;1;9000;QRIS-GOPAY;Delivery;9000
497;497;7/14/22;25;Indomie Goreng Rendang;mie-goreng;makanan;2;9000;QRIS-GOPAY;Delivery;18000
498;498;8/22/22;39;Indomie Goreng Pedas;mie-goreng;makanan;2;9000;QRIS-DANA;Delivery;18000
499;499;6/21/22;79;Indomie Soto Mie;mie-kuah;makanan;1;9000;QRIS-OVO;Dine-In;9000
